VILLE,QUARTIER,NOUVEAU CODE POSTAL
CASABLANCA,QUARTIER  FUSANTA ,20590
CASABLANCA,QUARTIER  JAMILA ,20590
CASABLANCA,QUARTIER  JDID ,20590
CASABLANCA,QUARTIER  JEAN ,20590
CASABLANCA,QUARTIER  LARBI BEN MSIK ,20590
CASABLANCA,QUARTIER  LATIFA ,20590
CASABLANCA,QUARTIER MAURITANIA,20590
CASABLANCA,QUARTIER PALMIERS,20590
CASABLANCA,QUARTIER SOUBIRA ,20590
CASABLANCA,QUARTIER ZI AIN SEBAA,20590
CASABLANCA,QUARTIER ZI BERNOUSSI ,20590
CASABLANCA,QUARTIER ZI AIN SEBAA,20590
CASABLANCA,QUARTIER ZI BERNOUSSI ,20590
CASABLANCA,QUARTIER ZAKIA,20590
CASABLANCA,QUARTIER ZOUHOUR ,20590
CASABLANCA,BLOC AL MAAGUISE,20600
CASABLANCA,BLOC AL WIFAK ,20600
CASABLANCA,BLOC FARID,20600
CASABLANCA,BLOC MANSOUR I-II-III,20600
CASABLANCA,BLOC MANSOUR JDID,20600
CASABLANCA,BLOC SLAOUI,20600
CASABLANCA,BLOC TAKADOUM EL JADID,20600
CASABLANCA,DOUAR  BISKRA ,20600
CASABLANCA,DOUAR  HAJ AISSA,20600
CASABLANCA,DOUAR  SIDI  AISSA,20600
CASABLANCA,HAY  KATAFA ,20600
CASABLANCA,HAY  RAHMA,20600
CASABLANCA,QUARTIER  AL AMAL ,20600
CASABLANCA,QUARTIER  AL AMAL 1,20600
CASABLANCA,QUARTIER  AL AMAL 2,20600
CASABLANCA,QUARTIER  AL AMAL 3,20600
CASABLANCA,QUARTIER  AL AMAL  4,20600
CASABLANCA,QUARTIER  AL AOUIJA ,20600
CASABLANCA,QUARTIER  AL MAAGUISE ,20600
CASABLANCA,QUARTIER  AL WIFAK ,20600
CASABLANCA,QUARTIER  AMAL I,20600
CASABLANCA,QUARTIER  AMAL II,20600
CASABLANCA,QUARTIER  AMAL III,20600
CASABLANCA,QUARTIER  AMAL IV ,20600
CASABLANCA,QUARTIER  BAROUNI ,20600
CASABLANCA,QUARTIER  BISKRA ,20600
CASABLANCA,QUARTIER  E ,20600
CASABLANCA,QUARTIER  EL MANSOUR ,20600
CASABLANCA,QUARTIER  FARID ,20600
CASABLANCA,QUARTIER  FARIDA,20600
CASABLANCA,QUARTIER  HAJ AISSA,20600
CASABLANCA,QUARTIER  KATAFA ,20600
CASABLANCA,QUARTIER  MAAGUIZE ,20600
CASABLANCA,QUARTIER MANSOUR I,20600
CASABLANCA,QUARTIER MANSOUR II,20600
CASABLANCA,QUARTIER MANSOUR III,20600
CASABLANCA,QUARTIER MANSOUR JDID ,20600
CASABLANCA,QUARTIER SIDI AISSA,20600
CASABLANCA,QUARTIER SIDI BERNOUSSI ,20600
CASABLANCA,QUARTIER SLAOUI,20600
CASABLANCA,QUARTIER TAKADOUM,20600
CASABLANCA,QUARTIER TARIK ,20600
CASABLANCA,ARSAT   JOSSEF,20610
CASABLANCA,CITE  TRAVAUX PUBLICS ,20610
CASABLANCA,DOUAR  BOULAHYA ,20610
CASABLANCA,HAY  BERNOUSSI II ,20610
CASABLANCA,HAY  ESSAADA,20610
CASABLANCA,HAY  MOUBARAKA 1 A75 ET 101 A 118,20610
CASABLANCA,HAY  SAADA,20610
CASABLANCA,QUARTIER  AL BAIDA,20610
CASABLANCA,QUARTIER  AL BOUSTANE ,20610
CASABLANCA,QUARTIER  AL MANSOURIA ,20610
CASABLANCA,QUARTIER  AL MASSIRA KHADRA ,20610
CASABLANCA,QUARTIER  AL QODS,20610
CASABLANCA,QUARTIER  AL QODS A,20610
CASABLANCA,QUARTIER  AL QODS B ,20610
CASABLANCA,QUARTIER  AL QODS C,20610
CASABLANCA,QUARTIER  ANNAKHIL ,20610
CASABLANCA,QUARTIER  BERNOUSSI 2,20610
CASABLANCA,QUARTIER  BOULAHYA ,20610
CASABLANCA,QUARTIER  CHIKASS,20610
CASABLANCA,QUARTIER  EL WIFA,20610
CASABLANCA,QUARTIER  FEDANE EL KHEIR ,20610
CASABLANCA,QUARTIER  GROUPE ZENATA ,20610
CASABLANCA,QUARTIER MOUBARAKA ,20610
CASABLANCA,QUARTIER SAADA,20610
CASABLANCA,QUARTIER SDI BERNOUSSI ,20610
CASABLANCA,QUARTIER T P,20610
CASABLANCA,QUARTIER TARIK EL KHEIR,20610
CASABLANCA,QUARTIER ZENATA ,20610
CASABLANCA,LOT  AL AZHAR ,20620
CASABLANCA,LOT MADINATI ,20620
CASABLANCA,LOT  PANORAMA,20620
CASABLANCA,QUARTIER  AHL LOGHLAM,20620
CASABLANCA,QUARTIER  AL AZHAR ,20620
CASABLANCA,QUARTIER  AL FAJR ,20620
CASABLANCA,QUARTIER  MADINATI ,20620
CASABLANCA,QUARTIER PANORAMA,20620
CASABLANCA,QUARTIER SAKANI,20620
CASABLANCA,CARRIER  GHLIA,20630
CASABLANCA,CARRIER  RHAMNER ,20630
CASABLANCA,CARRIER  SOKOUILA ,20630
CASABLANCA,CARRIER  ZARABA,20630
CASABLANCA,CARRIER  RHAMNER ,20630
CASABLANCA,CARRIER SOKOUILA,20630
CASABLANCA,CARRIER  THOMAS,20630
CASABLANCA,CARRIER  ZARABA,20630
CASABLANCA,HAY  AL JAWHRA ,20630
CASABLANCA,HAY  AL OURDA ,20630
CASABLANCA,HAY  RAHMANI ,20630
CASABLANCA,HAY  SARAZANE ,20630
CASABLANCA,QUARTIER  ABDELLAH SKAKRI ,20630
CASABLANCA,QUARTIER  AL ALAA,20630
CASABLANCA,QUARTIER  AL KAWTAR ,20630
CASABLANCA,QUARTIER  ALHAMD ,20630
CASABLANCA,QUARTIER  ANASSI ,20630
CASABLANCA,QUARTIER  ANNAKHIL DIAR AL HANA ,20630
CASABLANCA,QUARTIER  BOUIRAT ,20630
CASABLANCA,QUARTIER  DIAR ESSAADA,20630
CASABLANCA,QUARTIER  EL HADIKA ,20630
CASABLANCA,QUARTIER  RAHMANI ,20630
CASABLANCA,QUARTIER  ENNAKHIL ,20630
CASABLANCA,QUARTIER  ERRHMANA,20630
CASABLANCA,QUARTIER  GHALIA ,20630
CASABLANCA,QUARTIER  HAJ EL CHOUJAA,20630
CASABLANCA,QUARTIER  JAWHARA ,20630
CASABLANCA,QUARTIER MIMARZA ,20630
CASABLANCA,QUARTIER OULED GHALIA ,20630
CASABLANCA,QUARTIER REDA ,20630
CASABLANCA,QUARTIER RHAMNA ,20630
CASABLANCA,QUARTIER SEKOUILA ,20630
CASABLANCA,QUARTIER ZARHOUNE WALILI ,20630
CASABLANCA,RESIDENCE AL AMAL AL WAHA ,20630
CASABLANCA,RESIDENCE AL ITIMADE,20630
CASABLANCA,RESIDENCE KARAM DALIA,20630
CASABLANCA,CARRIER  SEKOUILA,20640
CASABLANCA,HAY  AL WALAA,20640
CASABLANCA,HAY  ANASSI ,20640
CASABLANCA,HAY  ENNASR ET YAMNA ,20640
CASABLANCA,HAY  ETTACHAROUK ,20640
CASABLANCA,HAY  MOUSTABANO ,20640
CASABLANCA,HAY  SIDI MOUMEN LAKDIM ,20640
CASABLANCA,LOT  ATTACHAROUK S1,20640
CASABLANCA,LOT  ATTACHAROUK S2,20640
CASABLANCA,LOT  BARAKA 2,20640
CASABLANCA,LOT  FADL  ET SAFIA ,20640
CASABLANCA,LOT MADINAT ENNOUR ,20640
CASABLANCA,QUARTIER  AHL LOGHLAM,20640
CASABLANCA,QUARTIER  AL FADL II,20640
CASABLANCA,QUARTIER  AL KAOUTAR ,20640
CASABLANCA,QUARTIER  AL WALAA,20640
CASABLANCA,QUARTIER  ANASSI ,20640
CASABLANCA,QUARTIER  ATTACHAROUK S2,20640
CASABLANCA,QUARTIER  ATTACHAROUK S1,20640
CASABLANCA,QUARTIER  BARAKA 2,20640
CASABLANCA,QUARTIER  ETTACHAROUK ,20640
CASABLANCA,QUARTIER  MADINAT ENNOUR ,20640
CASABLANCA,QUARTIER RAHMANI ,20640
CASABLANCA,QUARTIER SIDI MOUMEN LAKDIM,20640
CASABLANCA,RESIDENCE AL KAOUTAR ,20640
CASABLANCA,RESIDENCE CHARAF TAROUDANTE ,20640
CASABLANCA,RESIDENCE YAKINE AL ALAA,20640
CASABLANCA,RIAD  BEN SLIMANE KM 65 A 82,20640
CASABLANCA,HAY  EL BARKA AL HOUDA,20650
CASABLANCA,HAY  HOUDA ,20650
CASABLANCA,HAY  SADRI ,20650
CASABLANCA,QUARTIER  HOUDA,20650
CASABLANCA,DOUAR  BENBOUAZZA,20660
CASABLANCA,DOUAR  BOULAAJOUL ,20660
CASABLANCA,HAY  ERRAHMA ,20660
CASABLANCA,HAY  FALAH MASSIRA III ,20660
CASABLANCA,QUARTIER  AICHA,20660
CASABLANCA,QUARTIER  BENBOUAZZA,20660
CASABLANCA,QUARTIER  BOULAAJOUL ,20660
CASABLANCA,QUARTIER  EL FALAH ,20660
CASABLANCA,QUARTIER  ERRAHMA,20660
CASABLANCA,QUARTIER MASSIRA,20660
CASABLANCA,QUARTIER MASSIRA JDIDA,20660
CASABLANCA,QUARTIER MY RACHID G3,20660
CASABLANCA,QUARTIER MY RACHID G5,20660
CASABLANCA,QUARTIER MY RACHID G6,20660
CASABLANCA,QUARTIER MY RACHID GROUP 1,20660
CASABLANCA,QUARTIER ZI HAY RAHMA,20660
CASABLANCA,CITE  ONCF,20670
CASABLANCA,DERB  AL KHEIRIA,20670
CASABLANCA,DERB  BENNANI,20670
CASABLANCA,DERB  FOMAR ,20670
CASABLANCA,DERB  MOKHTAR  SOUSSI,20670
CASABLANCA,DERB  SANIA,20670
CASABLANCA,DIOUR  ESSALAM ,20670
CASABLANCA,HAY  AL MASSIRA II ,20670
CASABLANCA,HAY  BOURNAZEL  ,20670
CASABLANCA,HAY  MOULAY LARBI ALAOUI ,20670
CASABLANCA,HAY  RAJA I ET II ,20670
CASABLANCA,HAY  RAJA II ,20670
CASABLANCA,HAY  SADRI ,20670
CASABLANCA,HAY  SADRI MY RACHID I,20670
CASABLANCA,HAY  SALAMA I ,20670
CASABLANCA,HAY  SALAMA III ,20670
CASABLANCA,QUARTIER  AL MASSIRA II ,20670
CASABLANCA,QUARTIER  AZZAITOUNE ,20670
CASABLANCA,QUARTIER  BENNANI ,20670
CASABLANCA,QUARTIER  BOURNAZEL ,20670
CASABLANCA,QUARTIER  DIAR SALAM,20670
CASABLANCA,QUARTIER LALLA MERIEM ,20670
CASABLANCA,QUARTIER  MABROUKA ,20670
CASABLANCA,QUARTIER  MABROUKA  D SAMIA ,20670
CASABLANCA,QUARTIER  MABROUKA MY LARBI ALAOUI ,20670
CASABLANCA,QUARTIER  MABROUKA  SALAMA III,20670
CASABLANCA,QUARTIER MASSIRA II ,20670
CASABLANCA,HAY  RAJA II ,20670
CASABLANCA,QUARTIER MOKHTAR SOUSSI ,20670
CASABLANCA,QUARTIER MY RACHID ,20670
CASABLANCA,QUARTIER MY RACHID II ,20670
CASABLANCA,QUARTIER MY RACHID II DIAR ESSALAM ,20670
CASABLANCA,QUARTIER  MY RACHIDIMMEBLE,20670
CASABLANCA,QUARTIER SAFIA,20670
CASABLANCA,QUARTIER SALAMA III,20670
CASABLANCA,QUARTIER SANIA,20670
CASABLANCA,QUARTIER YOUSRA,20670
CASABLANCA,DERB  BALADIA ,20700
CASABLANCA,HAY  ENNOUR ,20700
CASABLANCA,QUARTIER  AL MAGHERB ,20700
CASABLANCA,QUARTIER  BELFAKIH,20700
CASABLANCA,QUARTIER  BOUAMRI ,20700
CASABLANCA,QUARTIER  BOUSKOURA ,20700
CASABLANCA,QUARTIER  CHREKA ,20700
CASABLANCA,QUARTIER  CINOUKA ,20700
CASABLANCA,QUARTIER S OTHMANE BALADIA,20700
CASABLANCA,QUARTIER S.OTHMANE JDID,20700
CASABLANCA,QUARTIER SALMIA II,20700
CASABLANCA,QUARTIER SALMIA II FERREILLE,20700
CASABLANCA,QUARTIER SIDI OTHMANE ,20700
CASABLANCA,QUARTIER SIDI OTHMANE 1,20700
BENI MELLAL,CITE BELLVUE,23000
BENI MELLAL,KISSARIAT BAARIB,23000
BENI MELLAL,KSAR BELKHEIR,23000
BENI MELLAL,KSAR BEN HAMMOU,23000
BENI MELLAL,LOT ABOURRAJA,23000
BENI MELLAL,LOT BAB AL KHEIR,23000
BENI MELLAL,LOT ETTISSIR,23000
BENI MELLAL,LOT FERDAOUS,23000
BENI MELLAL,LOT KARIMA,23000
BENI MELLAL,LOT NAWAL,23000
BENI MELLAL,LOT RAHA,23000
BENI MELLAL,QUARTIER ABOURRAJA,23000
BENI MELLAL,QUARTIER ADMINISTRATIF,23000
BENI MELLAL,QUARTIER AYAT,23000
BENI MELLAL,QUARTIER DAKHLAAYAT,23000
BENI MELLAL,QUARTIER DCHIRA,23000
BENI MELLAL,QUARTIER EL KHAIR,23000
BENI MELLAL,QUARTIER ESSOROURE,23000
BENI MELLAL,QUARTIER FOUGHAL,23000
BENI MELLAL,QUARTIER KSAR 2 BIBANE,23000
BENI MELLAL,QUARTIER KSAR BELKHEIR,23000
BENI MELLAL,QUARTIER KSAR BEN HAMMOU,23000
BENI MELLAL,QUARTIER MIFTAH,23000
BENI MELLAL,QUARTIER MODERNE,23000
BENI MELLAL,QUARTIER PROVINCIALE,23000
BENI MELLAL,QUARTIER TAMEGNOUNT,23000
BENI MELLAL,RESIDENCE DONIA,23000
BENI MELLAL,JNANE EL FETH,23010
BENI MELLAL,COOPERATIVE ELFETH,23010
BENI MELLAL,DAR DBAGH,23010
BENI MELLAL,LOT AMMARIA,23010
BENI MELLAL,LOT BEN ZEROUAL,23010
BENI MELLAL,LOT CHARAF,23010
BENI MELLAL,LOT EL JOUD,23010
BENI MELLAL,LOT ENNAKHIL,23010
BENI MELLAL,LOT ENNOUR,23010
BENI MELLAL,LOT KADI AYAD,23010
BENI MELLAL,LOT NIAMA,23010
BENI MELLAL,LOT OUM ERRABIA,23010
BENI MELLAL,LOT TAWFIK,23010
BENI MELLAL,LOT WALFA,23010
BENI MELLAL,QUARTIER 18,23010
BENI MELLAL,QUARTIER ANCIENNE MEDINA,23010
BENI MELLAL,QUARTIER ASEFET SERHANI,23010
BENI MELLAL,QUARTIER BAB FTOUH,23010
BENI MELLAL,QUARTIER BEN ZEROUAL,23010
BENI MELLAL,QUARTIER BIAD,23010
BENI MELLAL,QUARTIER BINE EL OUIDANE,23010
BENI MELLAL,QUARTIER BOUACHOUCH,23010
BENI MELLAL,QUARTIER DAR DBAGH,23010
BENI MELLAL,QUARTIER DOMANIAL,23010
BENI MELLAL,QUARTIER DOMANIAL BAT B,23010
BENI MELLAL,QUARTIER EL AHBAS,23010
BENI MELLAL,QUARTIER EL JOUD,23010
BENI MELLAL,QUARTIER EL KEIR,23010
BENI MELLAL,QUARTIER EL KASSIMI,23010
BENI MELLAL,QUARTIER EL KASSIMI EX SOMMAA,23010
BENI MELLAL,QUARTIER EL MASSIRA,23010
BENI MELLAL,QUARTIER EL MASSIRA I,23010
BENI MELLAL,QUARTIER ENNASER,23010
BENI MELLAL,QUARTIER ENNASER EX BOUACHOUCH,23010
BENI MELLAL,QUARTIER IBEN SINA,23010
BENI MELLAL,QUARTIER MDIOULA,23010
BENI MELLAL,QUARTIER OUM DAHR,23010
BENI MELLAL,QUARTIER OUMDHAR,23010
BENI MELLAL,QUARTIER RMILA,23010
BENI MELLAL,QUARTIER RMILA SOMAA,23010
BENI MELLAL,QUARTIER SAADA,23010
BENI MELLAL,QUARTIER SOMMAA,23010
BENI MELLAL,QUARTIER YACOUB EL MANSOUR,23010
BENI MELLAL,HAY KASTOR,23020
BENI MELLAL,HAY NOUAIL ELMEKHZENE 16 GROUPES,23020
BENI MELLAL,HAY SI SALEM 26 BLOC,23020
BENI MELLAL,HAY SOUMIA,23020
BENI MELLAL,HAY EL MORABITINE,23020
BENI MELLAL,HAY ERRACHAD,23020
BENI MELLAL,HAY HOUDA 16 GROUPES,23020
BENI MELLAL,HAY RANNIA 1,23020
BENI MELLAL,LOT EL BARAKA,23020
BENI MELLAL,LOT EL HISSEN,23020
BENI MELLAL,LOT ENNAJAT,23020
BENI MELLAL,LOT ERRACHIDIA,23020
BENI MELLAL,LOT ERRAJA,23020
BENI MELLAL,LOT FARES,23020
BENI MELLAL,LOT FEDAN NOUAIL,23020
BENI MELLAL,LOT HASNA,23020
BENI MELLAL,LOT INNAS,23020
BENI MELLAL,LOT KHALIFA,23020
BENI MELLAL,LOT LALLA HASNA,23020
BENI MELLAL,LOT LATIFA,23020
BENI MELLAL,LOT LEBDEGUE,23020
BENI MELLAL,LOT MOURABIT,23020
BENI MELLAL,LOT SOUMIA,23020
BENI MELLAL,LOT YASMINA,23020
BENI MELLAL,QUARTIER AIT SOLTANA,23020
BENI MELLAL,QUARTIER AIT THAICH,23020
BENI MELLAL,QUARTIER AITSOLTANA,23020
BENI MELLAL,QUARTIER AITHAICHE,23020
BENI MELLAL,QUARTIER AMAL,23020
BENI MELLAL,QUARTIER AZIZA,23020
BENI MELLAL,QUARTIER BEN AADI,23020
BENI MELLAL,QUARTIER BEN AADL,23020
BENI MELLAL,QUARTIER BENADDI,23020
BENI MELLAL,QUARTIER CHIADMIA,23020
BENI MELLAL,QUARTIER EITOUNE LAMHAL,23020
BENI MELLAL,QUARTIER EL BOUHARRAOUI,23020
BENI MELLAL,QUARTIER EL HASSANI,23020
BENI MELLAL,QUARTIER EL HOUDA,23020
BENI MELLAL,QUARTIER EL JABALIA,23020
BENI MELLAL,QUARTIER ELAMRIA 1,23020
BENI MELLAL,QUARTIER ELAMRIA 2,23020
BENI MELLAL,QUARTIER ELBOUHARRAOUI,23020
BENI MELLAL,QUARTIER EL HASSANIA,23020
BENI MELLAL,QUARTIER EL INBIAATE,23020
BENI MELLAL,QUARTIER ELJABALIA 4 BLOC,23020
BENI MELLAL,QUARTIER EL KHEIR,23020
BENI MELLAL,QUARTIER ELMOURABITINE,23020
BENI MELLAL,QUARTIER ENNACER,23020
BENI MELLAL,QUARTIER ERACHAD,23020
BENI MELLAL,QUARTIER ERRAJA 1,23020
BENI MELLAL,QUARTIER ERRAJA 2,23020
BENI MELLAL,QUARTIER ERRAJA 3,23020
BENI MELLAL,QUARTIER ESSAFA,23020
BENI MELLAL,QUARTIER ESSAFA 4 BLOC,23020
BENI MELLAL,QUARTIER ESSALAM,23020
BENI MELLAL,QUARTIER ESSAOUMAIA,23020
BENI MELLAL,QUARTIER ESSAOUMAIA 1,23020
BENI MELLAL,QUARTIER ESSAOUMAIA 2,23020
BENI MELLAL,QUARTIER ESSAOUMAIA 3,23020
BENI MELLAL,QUARTIER FATHIA,23020
BENI MELLAL,QUARTIER FERHAT,23020
BENI MELLAL,QUARTIER GHITA 3,23020
BENI MELLAL,QUARTIER HASNA 1,23020
BENI MELLAL,QUARTIER HOUSDA ZONE VILLA,23020
BENI MELLAL,QUARTIER HOUSSNE 1,23020
BENI MELLAL,QUARTIER HOUSSNE 2,23020
BENI MELLAL,QUARTIER INBIAT,23020
BENI MELLAL,QUARTIER INDUSTRIEL,23020
BENI MELLAL,QUARTIER INNAS 10,23020
BENI MELLAL,QUARTIER INNAS 4,23020
BENI MELLAL,QUARTIER INNAS 7,23020
BENI MELLAL,QUARTIER KANZA,23020
BENI MELLAL,QUARTIER KHARROUBA,23020
BENI MELLAL,QUARTIER LA MOSQUEE,23020
BENI MELLAL,QUARTIER LATIFA 1,23020
BENI MELLAL,QUARTIER LATIFA 2,23020
BENI MELLAL,QUARTIER LATIFA 3,23020
BENI MELLAL,QUARTIER MAJIDA,23020
BENI MELLAL,QUARTIER MIMOUNA 4 BLOC,23020
BENI MELLAL,QUARTIER MOHAMMADIA,23020
BENI MELLAL,QUARTIER NAJAT 1,23020
BENI MELLAL,QUARTIER NAJAT 2,23020
BENI MELLAL,QUARTIER NOUIEL EELMEKHZEN,23020
BENI MELLAL,QUARTIER PROTECTION CIVILE,23020
BENI MELLAL,QUARTIER RACHID,23020
BENI MELLAL,QUARTIER RADOUANE,23020
BENI MELLAL,QUARTIER TAKADOUM 30 BLOC,23020
BENI MELLAL,QUARTIER TAKADOUM N 2,23020
BENI MELLAL,QUARTIER YASMINE,23020
BENI MELLAL,QUARTIER YASMINE 1,23020
BENI MELLAL,QUARTIER YAY RANNIA 1 ET 2,23020
BENI MELLAL,QUARTIER ZITOUNE EL MHALE,23020
BENI MELLAL,HAY KSAR EGHZAFAT,23030
BENI MELLAL,HAY RIAD EL ATLAS,23030
BENI MELLAL,DOUAR AIT FELHA,23030
BENI MELLAL,DOUAR AIT FELHA EX DOUAR BELKAID,23030
BENI MELLAL,DOUAR BELKAID,23030
BENI MELLAL,DOUAR BEN CHOUIA,23030
BENI MELLAL,DOUAR CYCLICE,23030
BENI MELLAL,DOUAR OUTATA,23030
BENI MELLAL,DOUAR ZAARATI,23030
BENI MELLAL,HAY AL MAGHRIB AL ARABI,23030
BENI MELLAL,HAY ATLAS,23030
BENI MELLAL,HAY ATLAS ZONE VILLA,23030
BENI MELLAL,HAY BOULEGROUNE,23030
BENI MELLAL,HAY DOURLARBI LAAJEL,23030
BENI MELLAL,HAY EL FETTH,23030
BENI MELLAL,HAY EL FETTH EX DOURLARBI LAAJEL,23030
BENI MELLAL,HAY EL INACHE ELWATANI,23030
BENI MELLAL,HAY EL JAHAD,23030
BENI MELLAL,HAY ESSALEM,23030
BENI MELLAL,HAY ESSALEM EX BOULEGROUNE,23030
BENI MELLAL,HAY EZAITOUNE,23030
BENI MELLAL,HAY KSAR GHZAFATE,23030
BENI MELLAL,HAY LALLA AICHA,23030
BENI MELLAL,HAY LALLA AICHA EX ELINACHE ELWATANI,23030
BENI MELLAL,HAY MOHAMMADI,23030
BENI MELLAL,HAY MOHAMMADI N 2,23030
BENI MELLAL,HAY RANNIA 2,23030
BENI MELLAL,KSAR GHZAFAR,23030
BENI MELLAL,LOT AIN ASSERDOUNE,23030
BENI MELLAL,LOT AIN ASSERDOUNE BEN KIRANE,23030
BENI MELLAL,LOT ASMAA,23030
BENI MELLAL,LOT BENCHAKROUNE BEN KIRANE,23030
BENI MELLAL,LOT EZZAITOUNE BENKIRANE,23030
BENI MELLAL,LOT GHITA BEN KIRANE,23030
BENI MELLAL,LOT HADRIA,23030
BENI MELLAL,LOT JAMAL,23030
BENI MELLAL,LOT JIL EL MOUSTAKBEL,23030
BENI MELLAL,LOT LAYMOUNE BENKIRANE,23030
BENI MELLAL,LOT MAATAOUI,23030
BENI MELLAL,LOT MABROUKA,23030
BENI MELLAL,LOT MEHDIA,23030
BENI MELLAL,LOT MOURABIT BENKIRANE,23030
BENI MELLAL,LOT NISRINE,23030
BENI MELLAL,LOT NOURANE,23030
BENI MELLAL,LOT OUMNIA,23030
BENI MELLAL,LOT RIHLET ENNESER,23030
BENI MELLAL,LOT SOUAD,23030
BENI MELLAL,LOT TASEMMET BENKIRANE,23030
BENI MELLAL,LOT WACIL,23030
BENI MELLAL,LOT YASMINE BEN KIRANE,23030
BENI MELLAL,LOT ZEHOUANI,23030
BENI MELLAL,QUARTIER AIN ASSERDOUNE,23030
BENI MELLAL,QUARTIER ATLAS,23030
BENI MELLAL,QUARTIER BEN ADDI,23030
BENI MELLAL,QUARTIER BEN ZAROIAL,23030
BENI MELLAL,QUARTIER BOUCHRAIT,23030
BENI MELLAL,QUARTIER BOUGHNISSA,23030
BENI MELLAL,QUARTIER BOULAROUNE,23030
BENI MELLAL,QUARTIER DOUA LAARBI LAAJAJ,23030
BENI MELLAL,QUARTIER ESSADA BEN KIRANE,23030
BENI MELLAL,QUARTIER FARAH,23030
BENI MELLAL,QUARTIER HASSANIA,23030
BENI MELLAL,QUARTIER MOHA%%ASI EX BOUCHRAIT,23030
BENI MELLAL,QUARTIER HIND,23030
BENI MELLAL,QUARTIER LALLA AICHA I,23030
BENI MELLAL,QUARTIER LALLA AICHA I 10,23030
BENI MELLAL,QUARTIER LALLA AICHA I 11,23030
BENI MELLAL,QUARTIER LALLA AICHA I 12,23030
BENI MELLAL,QUARTIER LALLA AICHA I 13,23030
BENI MELLAL,QUARTIER LALLA AICHA I 15,23030
BENI MELLAL,QUARTIER LALLA AICHA I 17,23030
BENI MELLAL,QUARTIER LALLA AICHA I 18,23030
BENI MELLAL,QUARTIER LALLA AICHA I 23,23030
BENI MELLAL,QUARTIER LALLA AICHA I21,23030
BENI MELLAL,QUARTIER LALLA AICHA II,23030
BENI MELLAL,QUARTIER LALLA AICHA II 1,23030
BENI MELLAL,QUARTIER LALLA AICHA II 2,23030
BENI MELLAL,QUARTIER LALLA AICHA II 3,23030
BENI MELLAL,QUARTIER LALLA AICHA II 4,23030
BENI MELLAL,QUARTIER LALLA AICHA II 5,23030
BENI MELLAL,QUARTIER LALLA AICHA III,23030
BENI MELLAL,QUARTIER LALLA AICHA III 2,23030
BENI MELLAL,QUARTIER LALLA AICHA III 3,23030
BENI MELLAL,QUARTIER LALLA AICHA III 4,23030
BENI MELLAL,QUARTIER LALLA AICHA III 5,23030
BENI MELLAL,QUARTIER LALLA AICHA III 7,23030
BENI MELLAL,QUARTIER LALLA HASSNA,23030
BENI MELLAL,QUARTIER MANBAT BEN KIRANE,23030
BENI MELLAL,QUARTIER MANBAT BEN KIRANE 2,23030
BENI MELLAL,QUARTIER MASSIRA II,23030
BENI MELLAL,QUARTIER MAWBAT BEN KIRANE,23030
BENI MELLAL,QUARTIER MGHILA,23030
BENI MELLAL,QUARTIER MGHILA HAY ERROUMEN,23030
BENI MELLAL,QUARTIER MGHILA HAY EZAITOUNE,23030
BENI MELLAL,QUARTIER MGHILA HAY ERROUMEN,23030
BENI MELLAL,QUARTIER NADIA,23030
BENI MELLAL,QUARTIER NKHAILA II,23030
BENI MELLAL,QUARTIER NKHILA N 1,23030
BENI MELLAL,QUARTIER NKHILA N 2,23030
BENI MELLAL,QUARTIER NKHILA N°1ET 2,23030
BENI MELLAL,QUARTIER RIDA ATLAS,23030
BENI MELLAL,QUARTIER RIDA ATLAS 1,23030
BENI MELLAL,QUARTIER RIDA ATLAS 2,23030
BENI MELLAL,QUARTIER RIDA ATLAS 3,23030
BENI MELLAL,HAY ZITOUNE,23040
BENI MELLAL,BLED BAARIB,23040
BENI MELLAL,BLED AHMED BEN SALEM,23040
BENI MELLAL,BLED SASSAOUI,23040
BENI MELLAL,CENTRE VISITE TECHNIQUE MAMEVI,23040
BENI MELLAL,DIOUR EL HADJ MBAREK,23040
BENI MELLAL,DOUAR AIT EDDAW,23040
BENI MELLAL,DOUAR JGHOU,23040
BENI MELLAL,HAY CHARAF,23040
BENI MELLAL,HAY EL ADDARISSA,23040
BENI MELLAL,HAY EL AMAL,23040
BENI MELLAL,HAY EL AMAL 6,23040
BENI MELLAL,HAY EL HANAA,23040
BENI MELLAL,HAY EL WAFA,23040
BENI MELLAL,HAY OURBIA,23040
BENI MELLAL,HAY RIAD ESSELAM,23040
BENI MELLAL,LOT 18 NOVEMBER,23040
BENI MELLAL,LOT 3 MARS,23040
BENI MELLAL,LOT AIT EL KORCHI,23040
BENI MELLAL,LOT ALLAL BEN NACER,23040
BENI MELLAL,LOT ANWAL,23040
BENI MELLAL,LOT BAARIB,23040
BENI MELLAL,LOT BABAY,23040
BENI MELLAL,LOT BADER,23040
BENI MELLAL,LOT BAHIJA,23040
BENI MELLAL,LOT BEN ALLA,23040
BENI MELLAL,LOT CHAABI,23040
BENI MELLAL,LOT CHAWKI,23040
BENI MELLAL,LOT CHEMES 2,23040
BENI MELLAL,LOT CHEMES 1,23040
BENI MELLAL,LOT DAR JDIDA,23040
BENI MELLAL,LOT DARKOUM,23040
BENI MELLAL,LOT ECHOKER,23040
BENI MELLAL,LOT EL AMAL,23040
BENI MELLAL,LOT EL AMAL 7,23040
